,A,B
0,Quazedelic,Snoop Dogg
1,Quazedelic,Snoop Dogg
2,Quazedelic,Snoop Dogg
3,Quazedelic,Kokane
4,Quazedelic,Redman (rapper)
5,Quazedelic,Suga Free
6,Quazedelic,Sir Mix-a-Lot
7,Quazedelic,B-Legit
8,Quazedelic,Lady May (rapper)
9,Quazedelic,Cam'ron
10,Quazedelic,50 Cent
11,Quazedelic,Daz Dillinger
12,Quazedelic,Soopafly
13,Quazedelic,Dudley Perkins (rapper)
0,DJ Quik,Snoop Dogg
1,DJ Quik,Snoop Dogg
2,DJ Quik,Snoop Dogg
3,DJ Quik,Snoop Dogg
4,DJ Quik,Snoop Dogg
5,DJ Quik,Kurupt
6,DJ Quik,Kurupt
7,DJ Quik,Kurupt
8,DJ Quik,Kurupt
9,DJ Quik,Shaquille O'Neal
10,DJ Quik,Shaquille O'Neal
11,DJ Quik,Eazy-E
12,DJ Quik,Eazy-E
13,DJ Quik,Kam (rapper)
14,DJ Quik,Hi-C (rapper)
15,DJ Quik,MC Eiht
16,DJ Quik,MC Eiht
17,DJ Quik,Suga Free
18,DJ Quik,Suga Free
19,DJ Quik,Suga Free
20,DJ Quik,Nate Dogg
21,DJ Quik,Nate Dogg
22,DJ Quik,Erick Sermon
23,DJ Quik,Xzibit
24,DJ Quik,AMG (rapper)
25,DJ Quik,AMG (rapper)
26,DJ Quik,Big Syke
27,DJ Quik,Dr. Dre
28,DJ Quik,Dr. Dre
29,DJ Quik,Talib Kweli
30,DJ Quik,Will Smith
31,DJ Quik,Shade Sheist
32,DJ Quik,Jay-Z
33,DJ Quik,Roscoe (rapper)
34,DJ Quik,E-40
35,DJ Quik,50 Cent
36,DJ Quik,Ice Cube
37,DJ Quik,The D.O.C.
38,DJ Quik,Problem (rapper)
39,DJ Quik,The Game (rapper)
40,DJ Quik,Wiz Khalifa
41,DJ Quik,The Notorious B.I.G.
42,DJ Quik,Daz Dillinger
0,San Quinn,Messy Marv
1,San Quinn,Ya Boy
0,Captain Rapp,Grandmaster Flash
0,Rappin' 4-Tay,DJ King Assassin
1,Rappin' 4-Tay,Too Short
2,Rappin' 4-Tay,Too Short
3,Rappin' 4-Tay,Too Short
4,Rappin' 4-Tay,Too Short
5,Rappin' 4-Tay,Too Short
6,Rappin' 4-Tay,Mac Dre
7,Rappin' 4-Tay,Mac Dre
8,Rappin' 4-Tay,Playalitical
9,Rappin' 4-Tay,Playalitical
10,Rappin' 4-Tay,YG (rapper)
11,Rappin' 4-Tay,Passion (rapper)
12,Rappin' 4-Tay,Passion (rapper)
13,Rappin' 4-Tay,Passion (rapper)
14,Rappin' 4-Tay,San Quinn
15,Rappin' 4-Tay,Ant Banks
16,Rappin' 4-Tay,Spice 1
17,Rappin' 4-Tay,E-40
18,Rappin' 4-Tay,B-Legit
19,Rappin' 4-Tay,Mack 10
20,Rappin' 4-Tay,Frost (rapper)
0,Ras Kass,Canibus
1,Ras Kass,Canibus
2,Ras Kass,Kurupt
3,Ras Kass,Kurupt
4,Ras Kass,Xzibit
5,Ras Kass,Xzibit
6,Ras Kass,Ice Cube
7,Ras Kass,Rakim
8,Ras Kass,KRS-One
9,Ras Kass,Easy Mo Bee
10,Ras Kass,RZA
11,Ras Kass,Mack 10
12,Ras Kass,Dr. Dre
13,Ras Kass,DJ Premier
14,Ras Kass,Rockwilder
15,Ras Kass,Jadakiss
16,Ras Kass,The Game (rapper)
17,Ras Kass,Crooked I
18,Ras Kass,Mistah F.A.B.
19,Ras Kass,Krondon
20,Ras Kass,Pete Rock
21,Ras Kass,Kendrick Lamar
22,Ras Kass,Bishop Lamont
23,Ras Kass,Ice-T
24,Ras Kass,Too Short
25,Ras Kass,Talib Kweli
26,Ras Kass,DJ Kay Slay
0,RBX,Snoop Dogg
1,RBX,Snoop Dogg
2,RBX,Snoop Dogg
3,RBX,Snoop Dogg
4,RBX,Dr. Dre
5,RBX,Dr. Dre
6,RBX,Soopafly
7,RBX,Soopafly
8,RBX,Daz Dillinger
9,RBX,Daz Dillinger
10,RBX,Daz Dillinger
11,RBX,Eazy-E
12,RBX,KRS-One
13,RBX,KRS-One
14,RBX,B-Real
15,RBX,B-Real
16,RBX,Nas
17,RBX,Nas
18,RBX,MC Eiht
19,RBX,MC Eiht
20,RBX,Fatlip
21,RBX,Ras Kass
22,RBX,Kurupt
23,RBX,Kurupt
24,RBX,The D.O.C.
25,RBX,Lil' C-Style
26,RBX,B.G. Knocc Out
27,RBX,Warren G
28,RBX,Nate Dogg
29,RBX,Kokane
30,RBX,Suga Free
31,RBX,Xzibit
32,RBX,Sadat X
33,RBX,Quazedelic
34,RBX,Tha Chill
35,RBX,Bishop Lamont
36,RBX,The Game (rapper)
0,Reason (American rapper),Cozz
1,Reason (American rapper),Cozz
2,Reason (American rapper),Cozz
3,Reason (American rapper),Cozz
4,Reason (American rapper),Kendrick Lamar
5,Reason (American rapper),Ab-Soul
6,Reason (American rapper),Ab-Soul
7,Reason (American rapper),Ab-Soul
8,Reason (American rapper),Jay Rock
9,Reason (American rapper),Jay Rock
10,Reason (American rapper),Fabolous
11,Reason (American rapper),Schoolboy Q
12,Reason (American rapper),Vince Staples
0,Red Cloud (rapper),KRS-One
1,Red Cloud (rapper),Evidence (musician)
2,Red Cloud (rapper),Murs (rapper)
3,Red Cloud (rapper),Kendrick Lamar
4,Red Cloud (rapper),Radamiz
0,Redfoo,Sky Blu (rapper)
1,Redfoo,Sky Blu (rapper)
2,Redfoo,Ahmad (rapper)
0,The Real Richie Rich,DJ Quik
1,The Real Richie Rich,DJ Quik
2,The Real Richie Rich,Domino (rapper)
3,The Real Richie Rich,Dr. Dre
4,The Real Richie Rich,Snoop Dogg
5,The Real Richie Rich,Too Short
6,The Real Richie Rich,E-40
7,The Real Richie Rich,Rappin' 4-Tay
0,Boots Riley,Spice 1
1,Boots Riley,E-40
2,Boots Riley,Tupac Shakur
3,Boots Riley,Del the Funky Homosapien
4,Boots Riley,Talib Kweli
5,Boots Riley,Black Thought
6,Boots Riley,Ant Banks
0,Ash Riser,Kendrick Lamar
1,Ash Riser,Kendrick Lamar
2,Ash Riser,Kendrick Lamar
3,Ash Riser,Kendrick Lamar
4,Ash Riser,Ab-Soul
5,Ash Riser,Ab-Soul
6,Ash Riser,Punch (rapper)
7,Ash Riser,ASAP Rocky
0,Jay Rock,Kendrick Lamar
1,Jay Rock,Kendrick Lamar
2,Jay Rock,Kendrick Lamar
3,Jay Rock,Kendrick Lamar
4,Jay Rock,Kendrick Lamar
5,Jay Rock,Kendrick Lamar
6,Jay Rock,Schoolboy Q
7,Jay Rock,Ab-Soul
8,Jay Rock,Ab-Soul
9,Jay Rock,Ab-Soul
10,Jay Rock,50 Cent
11,Jay Rock,E-40
12,Jay Rock,Glasses Malone
0,V. Rose,Trip Lee
0,Sadistik,Cage (rapper)
1,Sadistik,Ceschi
0,Sage the Gemini,Iamsu!
1,Sage the Gemini,Iamsu!
2,Sage the Gemini,Iamsu!
0,Saint Dog,D-Loc
1,Saint Dog,D-Loc
0,Saweetie,Petey Pablo
1,Saweetie,Drakeo the Ruler
0,Seagram (rapper),Too Short
1,Seagram (rapper),Too Short
2,Seagram (rapper),Spice 1
3,Seagram (rapper),Yukmouth
4,Seagram (rapper),Yukmouth
5,Seagram (rapper),Pooh-Man
6,Seagram (rapper),Pooh-Man
7,Seagram (rapper),G-Nut
0,Amanda Seales,Q-Tip (musician)
1,Amanda Seales,Q-Tip (musician)
2,Amanda Seales,N.O.R.E.
0,Tupac Shakur,Kastro (rapper)
1,Tupac Shakur,Nas
2,Tupac Shakur,Talib Kweli
3,Tupac Shakur,Ice Cube
4,Tupac Shakur,Ice-T
5,Tupac Shakur,Ice-T
6,Tupac Shakur,Shock G
7,Tupac Shakur,Big Syke
8,Tupac Shakur,Sean Combs
9,Tupac Shakur,Sean Combs
10,Tupac Shakur,Lil' Cease
11,Tupac Shakur,Lil' Kim
12,Tupac Shakur,Treach
13,Tupac Shakur,The Notorious B.I.G.
14,Tupac Shakur,YG (rapper)
15,Tupac Shakur,Snoop Dogg
16,Tupac Shakur,Snoop Dogg
17,Tupac Shakur,Buckshot (rapper)
18,Tupac Shakur,Hussein Fatal
19,Tupac Shakur,50 Cent
20,Tupac Shakur,50 Cent
21,Tupac Shakur,50 Cent
22,Tupac Shakur,Ja Rule
23,Tupac Shakur,Dr. Dre
0,Shade Sheist,Dr. Dre
1,Shade Sheist,Dr. Dre
2,Shade Sheist,Nate Dogg
3,Shade Sheist,Nate Dogg
4,Shade Sheist,Nate Dogg
5,Shade Sheist,Nate Dogg
6,Shade Sheist,Nate Dogg
7,Shade Sheist,Nate Dogg
8,Shade Sheist,Kurupt
9,Shade Sheist,Kurupt
10,Shade Sheist,Kurupt
11,Shade Sheist,DJ Quik
12,Shade Sheist,DJ Quik
13,Shade Sheist,The Notorious B.I.G.
14,Shade Sheist,Tupac Shakur
15,Shade Sheist,Ja Rule
16,Shade Sheist,Ja Rule
17,Shade Sheist,Irv Gotti
18,Shade Sheist,The D.O.C.
19,Shade Sheist,Warren G
0,Mike Shinoda,Jay-Z
1,Mike Shinoda,Jay-Z
2,Mike Shinoda,Jay-Z
3,Mike Shinoda,Rakim
4,Mike Shinoda,Pusha T
5,Mike Shinoda,Black Thought
6,Mike Shinoda,Kendrick Lamar
0,Too Short,Tupac Shakur
1,Too Short,The Notorious B.I.G.
2,Too Short,Jay-Z
3,Too Short,Sean Combs
4,Too Short,E-40
5,Too Short,E-40
6,Too Short,E-40
7,Too Short,Daz Dillinger
8,Too Short,Daz Dillinger
9,Too Short,Soopafly
10,Too Short,Soopafly
11,Too Short,B-Legit
12,Too Short,B-Legit
13,Too Short,Wiz Khalifa
14,Too Short,Snoop Dogg
15,Too Short,50 Cent
16,Too Short,Dr. Dre
17,Too Short,Dumbfoundead
0,Shorty Mack,Snoop Dogg
1,Shorty Mack,Nate Dogg
0,Shwayze,Snoop Dogg
1,Shwayze,Kendrick Lamar
0,Dom Sicily,Roc Marciano
0,Raz Simone,Macklemore
0,Skeme,DJ Drama
1,Skeme,DJ Drama
2,Skeme,DJ Drama
3,Skeme,DJ Drama
4,Skeme,The Game (rapper)
5,Skeme,The Game (rapper)
6,Skeme,The Game (rapper)
7,Skeme,Dom Kennedy
8,Skeme,Dom Kennedy
9,Skeme,Nipsey Hussle
10,Skeme,Nipsey Hussle
11,Skeme,Nipsey Hussle
12,Skeme,E-40
13,Skeme,E-40
14,Skeme,Casey Veggies
15,Skeme,Casey Veggies
16,Skeme,Problem (rapper)
17,Skeme,Problem (rapper)
18,Skeme,Problem (rapper)
19,Skeme,Kendrick Lamar
20,Skeme,Ty Dolla Sign
21,Skeme,Schoolboy Q
22,Skeme,Schoolboy Q
23,Skeme,DJ Dahi
24,Skeme,Snoop Dogg
25,Skeme,YG (rapper)
26,Skeme,Snow Tha Product
27,Skeme,Lil Debbie
28,Skeme,TeeFlii
29,Skeme,Don Cannon
30,Skeme,50 Cent
31,Skeme,Jay Rock
32,Skeme,Glasses Malone
0,Skinhead Rob,Slaine (rapper)
1,Skinhead Rob,Danny Boy (rapper)
2,Skinhead Rob,Necro (rapper)
3,Skinhead Rob,Too Short
0,Sky Blu (rapper),Shwayze
1,Sky Blu (rapper),Shwayze
2,Sky Blu (rapper),Shwayze
3,Sky Blu (rapper),Shwayze
4,Sky Blu (rapper),Shwayze
5,Sky Blu (rapper),Shwayze
6,Sky Blu (rapper),Shwayze
7,Sky Blu (rapper),Shwayze
8,Sky Blu (rapper),Shwayze
9,Sky Blu (rapper),Shwayze
10,Sky Blu (rapper),Redfoo
11,Sky Blu (rapper),Redfoo
12,Sky Blu (rapper),Redfoo
13,Sky Blu (rapper),Sensato del Patio
14,Sky Blu (rapper),Sensato del Patio
15,Sky Blu (rapper),Sensato del Patio
16,Sky Blu (rapper),Wiz Khalifa
0,Sleep (rapper),Sage Francis
1,Sleep (rapper),Sage Francis
2,Sleep (rapper),Del the Funky Homosapien
3,Sleep (rapper),Ceschi
0,Sleep Dank,Mac Dre
1,Sleep Dank,Mac Dre
2,Sleep Dank,Mac Dre
3,Sleep Dank,Mac Dre
4,Sleep Dank,Yukmouth
5,Sleep Dank,E-40
6,Sleep Dank,Keak da Sneak
7,Sleep Dank,Mistah F.A.B.
8,Sleep Dank,B-Legit
9,Sleep Dank,Mac Mall
0,Mitchy Slick,The Game (rapper)
1,Mitchy Slick,The Game (rapper)
2,Mitchy Slick,Xzibit
3,Mitchy Slick,Messy Marv
4,Mitchy Slick,Messy Marv
5,Mitchy Slick,Nipsey Hussle
6,Mitchy Slick,Nipsey Hussle
7,Mitchy Slick,Krondon
8,Mitchy Slick,Krondon
9,Mitchy Slick,Nick Cannon
10,Mitchy Slick,MC Eiht
11,Mitchy Slick,The Jacka
12,Mitchy Slick,Jay Rock
13,Mitchy Slick,E-40
14,Mitchy Slick,Demrick
0,Slimkid3,Fatlip
1,Slimkid3,Fatlip
2,Slimkid3,MC Lyte
3,Slimkid3,Saul Williams
0,Slip Capone,Snoop Dogg
1,Slip Capone,Snoop Dogg
2,Slip Capone,Daz Dillinger
3,Slip Capone,Daz Dillinger
4,Slip Capone,Daz Dillinger
5,Slip Capone,Kurupt
6,Slip Capone,Kurupt
7,Slip Capone,Kurupt
8,Slip Capone,Kurupt
9,Slip Capone,Nate Dogg
10,Slip Capone,Nate Dogg
11,Slip Capone,RBX
12,Slip Capone,Roscoe (rapper)
13,Slip Capone,Schoolboy Q
0,Slow Pain,Frost (rapper)
1,Slow Pain,Frost (rapper)
0,Na-Kel Smith,"Tyler, the Creator"
1,Na-Kel Smith,"Tyler, the Creator"
2,Na-Kel Smith,"Tyler, the Creator"
3,Na-Kel Smith,"Tyler, the Creator"
4,Na-Kel Smith,"Tyler, the Creator"
5,Na-Kel Smith,Earl Sweatshirt
6,Na-Kel Smith,Earl Sweatshirt
7,Na-Kel Smith,Earl Sweatshirt
8,Na-Kel Smith,Earl Sweatshirt
9,Na-Kel Smith,Earl Sweatshirt
10,Na-Kel Smith,Buddy (rapper)
11,Na-Kel Smith,Buddy (rapper)
12,Na-Kel Smith,Hodgy
13,Na-Kel Smith,Domo Genesis
0,D Smoke,The Game (rapper)
1,D Smoke,The Game (rapper)
2,D Smoke,Lecrae
0,Smooth (singer),Tupac Shakur
1,Smooth (singer),MC Lyte
2,Smooth (singer),Lil Mama
3,Smooth (singer),Yo-Yo (rapper)
0,Snow Tha Product,D Smoke
1,Snow Tha Product,Crooked I
2,Snow Tha Product,Crooked I
3,Snow Tha Product,Snoop Dogg
4,Snow Tha Product,Ty Dolla Sign
5,Snow Tha Product,Ty Dolla Sign
6,Snow Tha Product,50 Cent
7,Snow Tha Product,Dizzy Wright
8,Snow Tha Product,Too Short
9,Snow Tha Product,Joell Ortiz
10,Snow Tha Product,Big Pun
11,Snow Tha Product,Busta Rhymes
12,Snow Tha Product,Tupac Shakur
13,Snow Tha Product,Mac Dre
14,Snow Tha Product,Brotha Lynch Hung
0,Soopafly,Snoop Dogg
1,Soopafly,Snoop Dogg
2,Soopafly,Snoop Dogg
3,Soopafly,Snoop Dogg
4,Soopafly,Tupac Shakur
5,Soopafly,Daz Dillinger
6,Soopafly,Daz Dillinger
7,Soopafly,Kurupt
8,Soopafly,Kurupt
9,Soopafly,Nate Dogg
10,Soopafly,Warren G
11,Soopafly,Warren G
12,Soopafly,RBX
13,Soopafly,RBX
14,Soopafly,Lil' C-Style
15,Soopafly,Roscoe (rapper)
16,Soopafly,Xzibit
17,Soopafly,Dr. Dre
18,Soopafly,Ice Cube
19,Soopafly,Too Short
0,Sounwave,Kendrick Lamar
1,Sounwave,Kendrick Lamar
2,Sounwave,Kendrick Lamar
3,Sounwave,Baby Keem
4,Sounwave,Baby Keem
5,Sounwave,Mac Miller
6,Sounwave,Mac Miller
7,Sounwave,Punch (rapper)
8,Sounwave,Bishop Lamont
9,Sounwave,Dave Free
10,Sounwave,Willie B (producer)
11,Sounwave,Schoolboy Q
12,Sounwave,Schoolboy Q
13,Sounwave,Ab-Soul
14,Sounwave,Ab-Soul
15,Sounwave,Jay Rock
16,Sounwave,Vince Staples
17,Sounwave,Reason (American rapper)
18,Sounwave,Ty Dolla Sign
19,Sounwave,Lil B
0,Speak!,Kreayshawn
1,Speak!,Syd (singer)
2,Speak!,Vince Staples
0,Spice 1,Too Short
1,Spice 1,Tupac Shakur
2,Spice 1,Kokane
0,Spider Loc,50 Cent
1,Spider Loc,50 Cent
2,Spider Loc,50 Cent
3,Spider Loc,50 Cent
4,Spider Loc,Kurupt
5,Spider Loc,Kurupt
6,Spider Loc,Big Syke
7,Spider Loc,Yukmouth
8,Spider Loc,Yukmouth
9,Spider Loc,40 Glocc
10,Spider Loc,40 Glocc
11,Spider Loc,40 Glocc
12,Spider Loc,40 Glocc
13,Spider Loc,DJ Drama
14,Spider Loc,Brotha Lynch Hung
15,Spider Loc,Kam (rapper)
16,Spider Loc,Tony Yayo
17,Spider Loc,Tony Yayo
18,Spider Loc,Tony Yayo
19,Spider Loc,Lloyd Banks
20,Spider Loc,Lloyd Banks
21,Spider Loc,Lloyd Banks
22,Spider Loc,Lloyd Banks
23,Spider Loc,Prodigy (rapper)
24,Spider Loc,Mase
25,Spider Loc,Ras Kass
26,Spider Loc,Ras Kass
27,Spider Loc,Crooked I
28,Spider Loc,Crooked I
29,Spider Loc,The Game (rapper)
30,Spider Loc,Hot Rod (rapper)
31,Spider Loc,Hot Rod (rapper)
32,Spider Loc,Jay Rock
33,Spider Loc,Jay Rock
34,Spider Loc,Jay Rock
35,Spider Loc,Schoolboy Q
36,Spider Loc,Schoolboy Q
37,Spider Loc,Glasses Malone
38,Spider Loc,Kendrick Lamar
39,Spider Loc,Ab-Soul
40,Spider Loc,Mistah F.A.B.
41,Spider Loc,Nipsey Hussle
42,Spider Loc,Nipsey Hussle
0,Vince Staples,Earl Sweatshirt
1,Vince Staples,Earl Sweatshirt
2,Vince Staples,Mac Miller
3,Vince Staples,Mac Miller
4,Vince Staples,Mac Miller
5,Vince Staples,Snoop Dogg
6,Vince Staples,Ab-Soul
7,Vince Staples,Schoolboy Q
8,Vince Staples,Schoolboy Q
9,Vince Staples,DJ Babu
10,Vince Staples,Scoop DeVille
11,Vince Staples,Teyana Taylor
12,Vince Staples,Fetty Wap
13,Vince Staples,Ty Dolla Sign
14,Vince Staples,"Tyler, the Creator"
15,Vince Staples,"Tyler, the Creator"
0,Parlay Starr,DJ Quik
1,Parlay Starr,Snoop Dogg
2,Parlay Starr,Too Short
3,Parlay Starr,Yukmouth
0,Rob Stone (rapper),Cousin Stizz
1,Rob Stone (rapper),Cousin Stizz
2,Rob Stone (rapper),Snoop Dogg
0,Suga Free,DJ Quik
1,Suga Free,DJ Quik
2,Suga Free,DJ Quik
3,Suga Free,DJ Quik
4,Suga Free,DJ Quik
5,Suga Free,DJ Quik
6,Suga Free,DJ Quik
7,Suga Free,Mac Dre
8,Suga Free,Mac Dre
9,Suga Free,Mac Dre
10,Suga Free,Snoop Dogg
11,Suga Free,Snoop Dogg
12,Suga Free,Snoop Dogg
13,Suga Free,Snoop Dogg
14,Suga Free,Snoop Dogg
15,Suga Free,Snoop Dogg
16,Suga Free,Snoop Dogg
17,Suga Free,Xzibit
18,Suga Free,Xzibit
19,Suga Free,Xzibit
20,Suga Free,AMG (rapper)
21,Suga Free,AMG (rapper)
22,Suga Free,Kokane
23,Suga Free,Kokane
24,Suga Free,Kokane
25,Suga Free,Kokane
26,Suga Free,Rappin' 4-Tay
27,Suga Free,Rappin' 4-Tay
28,Suga Free,Soopafly
29,Suga Free,Soopafly
30,Suga Free,RBX
31,Suga Free,Kurupt
32,Suga Free,Kurupt
33,Suga Free,E-40
34,Suga Free,E-40
35,Suga Free,E-40
36,Suga Free,E-40
37,Suga Free,B-Legit
38,Suga Free,Nate Dogg
39,Suga Free,Nate Dogg
40,Suga Free,Hi-C (rapper)
41,Suga Free,40 Glocc
42,Suga Free,Messy Marv
43,Suga Free,Too Short
44,Suga Free,Too Short
45,Suga Free,Bishop Lamont
46,Suga Free,Murs (rapper)
47,Suga Free,Daz Dillinger
48,Suga Free,Daz Dillinger
49,Suga Free,Schoolboy Q
50,Suga Free,Dom Kennedy
0,Suga-T,E-40
1,Suga-T,E-40
2,Suga-T,B-Legit
3,Suga-T,Spice 1
0,Earl Sweatshirt,"Tyler, the Creator"
1,Earl Sweatshirt,"Tyler, the Creator"
2,Earl Sweatshirt,"Tyler, the Creator"
3,Earl Sweatshirt,"Tyler, the Creator"
4,Earl Sweatshirt,Tupac Shakur
5,Earl Sweatshirt,Casey Veggies
6,Earl Sweatshirt,Domo Genesis
7,Earl Sweatshirt,Domo Genesis
8,Earl Sweatshirt,The Alchemist (musician)
9,Earl Sweatshirt,The Alchemist (musician)
10,Earl Sweatshirt,The Alchemist (musician)
11,Earl Sweatshirt,The Alchemist (musician)
12,Earl Sweatshirt,The Alchemist (musician)
13,Earl Sweatshirt,Vince Staples
14,Earl Sweatshirt,Vince Staples
15,Earl Sweatshirt,Action Bronson
16,Earl Sweatshirt,Flying Lotus
17,Earl Sweatshirt,Flying Lotus
18,Earl Sweatshirt,Flying Lotus
19,Earl Sweatshirt,Mac Miller
20,Earl Sweatshirt,RZA
21,Earl Sweatshirt,RZA
22,Earl Sweatshirt,Knxwledge
23,Earl Sweatshirt,MF Doom
24,Earl Sweatshirt,Madlib
0,Syd (singer),Mac Miller
1,Syd (singer),Mac Miller
2,Syd (singer),"Tyler, the Creator"
3,Syd (singer),"Tyler, the Creator"
4,Syd (singer),Earl Sweatshirt
5,Syd (singer),Earl Sweatshirt
6,Syd (singer),Hodgy
7,Syd (singer),Snoop Dogg
8,Syd (singer),Vince Staples
9,Syd (singer),Domo Genesis
0,Big Syke,Tupac Shakur
1,Big Syke,Kurupt
2,Big Syke,Kurupt
3,Big Syke,Hussein Fatal
4,Big Syke,Hussein Fatal
5,Big Syke,Hussein Fatal
6,Big Syke,Hussein Fatal
7,Big Syke,Hussein Fatal
8,Big Syke,Spice 1
9,Big Syke,Spice 1
10,Big Syke,Spice 1
11,Big Syke,WC (rapper)
12,Big Syke,Nate Dogg
13,Big Syke,Daz Dillinger
14,Big Syke,Daz Dillinger
15,Big Syke,B-Legit
16,Big Syke,Mac Shawn
17,Big Syke,Young Noble
18,Big Syke,Young Noble
19,Big Syke,Young Noble
20,Big Syke,Young Noble
21,Big Syke,Ol' Dirty Bastard
22,Big Syke,Too Short
23,Big Syke,Yukmouth
24,Big Syke,Mac Mall
25,Big Syke,DJ Quik
26,Big Syke,E.D.I. Mean
27,Big Syke,Spider Loc
0,Taboo (rapper),Eazy-E
0,Tairrie B,Eazy-E
1,Tairrie B,Eazy-E
2,Tairrie B,Eazy-E
3,Tairrie B,Dr. Dre
4,Tairrie B,The D.O.C.
5,Tairrie B,Ice-T
6,Tairrie B,Ice-T
7,Tairrie B,Schoolly D
8,Tairrie B,Paris (rapper)
0,Tanna Leone,Kendrick Lamar
1,Tanna Leone,Kendrick Lamar
2,Tanna Leone,Kendrick Lamar
3,Tanna Leone,Kendrick Lamar
4,Tanna Leone,Baby Keem
5,Tanna Leone,Baby Keem
6,Tanna Leone,Dave Free
7,Tanna Leone,Tupac Shakur
8,Tanna Leone,DMX
0,Tedashii,Lecrae
0,TeeFlii,Problem (rapper)
1,TeeFlii,Problem (rapper)
2,TeeFlii,YG (rapper)
3,TeeFlii,YG (rapper)
4,TeeFlii,YG (rapper)
5,TeeFlii,Nipsey Hussle
6,TeeFlii,Nipsey Hussle
7,TeeFlii,Skeme
8,TeeFlii,Dom Kennedy
9,TeeFlii,Dom Kennedy
10,TeeFlii,Casey Veggies
11,TeeFlii,Ty Dolla Sign
12,TeeFlii,Ty Dolla Sign
13,TeeFlii,E-40
14,TeeFlii,E-40
15,TeeFlii,Jadakiss
16,TeeFlii,Snoop Dogg
17,TeeFlii,Snoop Dogg
18,TeeFlii,Warren G
19,TeeFlii,Warren G
20,TeeFlii,DJ Quik
21,TeeFlii,Wiz Khalifa
22,TeeFlii,Clyde Carson
23,TeeFlii,Berner (rapper)
24,TeeFlii,Too Short
25,TeeFlii,King Lil G
0,Thurz,Asher Roth
1,Thurz,E-40
2,Thurz,Murs (rapper)
3,Thurz,Fashawn
0,Tiger JK,Dr. Dre
0,Time (rapper),Sole (hip hop artist)
1,Time (rapper),Sole (hip hop artist)
2,Time (rapper),Sole (hip hop artist)
3,Time (rapper),Ceschi
4,Time (rapper),Jake One
5,Time (rapper),Sage Francis
0,Ms. Toi,Ice Cube
1,Ms. Toi,Ice Cube
2,Ms. Toi,Ice Cube
3,Ms. Toi,Ice Cube
4,Ms. Toi,Ice Cube
5,Ms. Toi,Mack 10
6,Ms. Toi,Mack 10
7,Ms. Toi,Mack 10
8,Ms. Toi,Mack 10
9,Ms. Toi,E-40
10,Ms. Toi,E-40
11,Ms. Toi,Dame Grease
0,Isaiah Toothtaker,Harry Fraud
0,Channel Tres,JPEGMafia
1,Channel Tres,JPEGMafia
2,Channel Tres,"Tyler, the Creator"
3,Channel Tres,"Tyler, the Creator"
4,Channel Tres,Terrace Martin
0,MC Trouble,Phife Dawg
0,Ty Dolla Sign,YG (rapper)
1,Ty Dolla Sign,YG (rapper)
2,Ty Dolla Sign,Wiz Khalifa
3,Ty Dolla Sign,Wiz Khalifa
4,Ty Dolla Sign,DJ Dahi
5,Ty Dolla Sign,Too Short
6,Ty Dolla Sign,ASAP Rocky
7,Ty Dolla Sign,Sean Combs
8,Ty Dolla Sign,Casey Veggies
9,Ty Dolla Sign,Jay Rock
10,Ty Dolla Sign,French Montana
11,Ty Dolla Sign,Fetty Wap
12,Ty Dolla Sign,E-40
13,Ty Dolla Sign,Jay-Z
14,Ty Dolla Sign,Lecrae
15,Ty Dolla Sign,Lecrae
16,Ty Dolla Sign,Mac Miller
17,Ty Dolla Sign,Nate Dogg
18,Ty Dolla Sign,Tupac Shakur
19,Ty Dolla Sign,Mos Def
20,Ty Dolla Sign,Talib Kweli
21,Ty Dolla Sign,"Tyler, the Creator"
0,"Tyler, the Creator",Hodgy
1,"Tyler, the Creator",Casey Veggies
2,"Tyler, the Creator",Casey Veggies
3,"Tyler, the Creator",Jay-Z
4,"Tyler, the Creator",Pusha T
5,"Tyler, the Creator",DJ Drama
6,"Tyler, the Creator",Domo Genesis
7,"Tyler, the Creator",Domo Genesis
8,"Tyler, the Creator",Domo Genesis
9,"Tyler, the Creator",Domo Genesis
10,"Tyler, the Creator",The Alchemist (musician)
11,"Tyler, the Creator",Earl Sweatshirt
12,"Tyler, the Creator",Earl Sweatshirt
13,"Tyler, the Creator",Earl Sweatshirt
14,"Tyler, the Creator",Schoolboy Q
15,"Tyler, the Creator",ASAP Rocky
16,"Tyler, the Creator",ASAP Rocky
17,"Tyler, the Creator",Kendrick Lamar
18,"Tyler, the Creator",Q-Tip (musician)
19,"Tyler, the Creator",Chad Hugo
20,"Tyler, the Creator",Busta Rhymes
21,"Tyler, the Creator",Sway Calloway
22,"Tyler, the Creator",Ty Dolla Sign
0,The Unknown DJ,Ice-T
1,The Unknown DJ,Ice-T
2,The Unknown DJ,Ice-T
3,The Unknown DJ,King T
4,The Unknown DJ,WC (rapper)
5,The Unknown DJ,MC Eiht
6,The Unknown DJ,MC Eiht
7,The Unknown DJ,MC Eiht
8,The Unknown DJ,Dr. Dre
9,The Unknown DJ,The D.O.C.
0,V-Nasty,Kreayshawn
1,V-Nasty,Kreayshawn
2,V-Nasty,Kreayshawn
3,V-Nasty,Kreayshawn
4,V-Nasty,Lil Debbie
5,V-Nasty,Lil Debbie
6,V-Nasty,Lil Debbie
7,V-Nasty,Lil Debbie
8,V-Nasty,Mistah F.A.B.
